id,datetimestamp,amount,convertedvalue,category,currency,name,description,accountid
766,2023-03-21,-45.0,-45.0,Other,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1025896556090 PP.5524.PP . . Ihr Einkauf bei ",1
767,2023-03-21,-8.99,-8.99,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-9572274-4744314 AMZN Mktp DE 7C30A8F9JRYMCFZI ",1
768,2024-03-21,-1.18,-1.18,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1033235032855/PP.5524.PP/. Voi Technology Germany GmbH. Ihr Einkauf bei Voi Technology Germany GmbH ",1
769,2024-03-21,-2.47,-2.47,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1033235275707 PP.5524.PP . Voi Technology Germany GmbH. Ihr Einkauf bei Voi Technology Germany GmbH ",1
770,2024-03-21,-3.84,-3.84,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1033246913311/PP.5524.PP/. Voi Technology Germany GmbH. Ihr Einkauf bei Voi Technology Germany GmbH ",1
771,2024-03-21,-8.53,-8.53,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2024-03-20T13:03 Debitk.0 2026-12 ",1
772,2023-04-21,-3.73,-3.73,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1026512369819 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
773,2023-06-21,-89.9,-89.9,Phone,EUR,"Telekom Deutschland GmbH                                              Landgrabenweg 151","Mobilfunk Kundenkonto 0059457327 RG 31632698000511/09.06.2023 ",1
774,2023-07-21,-4.42,-4.42,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1028296685429 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
775,2023-07-21,-46.55,-46.55,Mobility,EUR,"DB VERTRIEB GMBH","AVVS000014703213 7/2023. ROCHE JOSHUA. 070498880-001 NR 101929739 BAHN.DE/ABOPORTAL ",1
776,2023-07-21,-97.35,-97.35,Mobility,EUR,"DB VERTRIEB GMBH","AVVS000014728848 7/2023. ROCHE JOSHUA. 070378652-001 NR 101680285 BAHN.DE/ABOPORTAL ",1
777,2023-08-21,-9.79,-9.79,Food,EUR,"KFC 680//STUTTGART/DE","2023-08-18T12:05 Debitk.0 2026-12 ",1
778,2023-08-21,-90.19,-90.19,Phone,EUR,"Telekom Deutschland GmbH                                              Landgrabenweg 151","Mobilfunk Kundenkonto 0059457327 RG 31852780000511/08.08.2023 ",1
779,2023-09-21,-6.7,-6.7,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1029506430691 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
780,2023-09-21,-8.77,-8.77,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2023-09-20T12:28 Debitk.0 2026-12 ",1
781,2023-09-21,100.0,100.0,Other,EUR,"TransferWise                                                          Laemmleshalde 74","ROCHE JOSHUA AARON ",1
782,2023-11-21,-2.9,-2.9,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1030706759742/. Bolt Operations OU. Ihr Einkauf bei Bolt Operations OU ",1
783,2023-11-21,-90.19,-90.19,Phone,EUR,"Telekom Deutschland GmbH                                              Landgrabenweg 151","Mobilfunk Kundenkonto 0059457327 RG 32182353000511/09.11.2023 ",1
784,2024-01-22,-3.58,-3.58,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1031993276303/. Bolt Operations OU. Ihr Einkauf bei Bolt Operations OU ",1
785,2024-01-22,-5.16,-5.16,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032003068784/. Bolt Operations OU. Ihr Einkauf bei Bolt Operations OU ",1
786,2024-01-22,-12.9,-12.9,Food,EUR,"SZS GASTRONOMIA GMBH//TUEBINGEN/DE","2024-01-19T12:50 Debitk.0 2026-12 ",1
787,2024-01-22,-18.24,-18.24,Food,EUR,"REWE SAGT DANKE. 45655613//Waiblingen/DE","2024-01-20T10:47 Debitk.0 2026-12 ",1
788,2024-01-22,-177.31,-177.31,Phone,EUR,"Telekom Deutschland GmbH                                              Landgrabenweg 151","Mobilfunk Kundenkonto 0059457327 RG 32404891000511/09.01.2024 ",1
789,2023-02-22,-9.65,-9.65,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2023-02-21T12:06 Debitk.0 2026-12 ",1
790,2024-02-22,-3.84,-3.84,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032666471107/PP.5524.PP/. Voi Technology Germany GmbH. Ihr Einkauf bei Voi Technology Germany GmbH ",1
791,2023-03-22,-16.74,-16.74,Food,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1025940366466 PP.5524.PP . Saigon Monsun GmbH + Co.KG. Ihr Einkauf bei Saigon Monsun GmbH + Co.KG ",1
792,2023-03-22,-9.5,-9.5,Food,EUR,"BIS BALD - DEIN HANS GIR 69091961//MUENCHEN/DE","2023-03-21T12:38 Debitk.0 2026-12 ",1
793,2024-03-22,-4.95,-4.95,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1033254699996/. Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
794,2024-03-22,-4.95,-4.95,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1033267287268/. Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
795,2024-03-22,-24.99,-24.99,Shopping,EUR,"AMAZON EU S.A R.L.. NIEDERLASSUNG DEUTSCHLAND","305-4911239-9938726 Amazon.de 50LBHVNA4NJHIPPC ",1
796,2024-04-22,-4.7,-4.7,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033850577387/. Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
797,2024-04-22,-4.45,-4.45,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033862689811/. Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
798,2024-04-22,-7.98,-7.98,Shopping,EUR,ROTEBUEHL-APOTHEKE//STUTTGART/DE,"2024-04-18T10:54 Debitk.0 2026-12 ",1
799,2024-04-22,-39.76,-39.76,Food,EUR,"REWE SAGT DANKE. 45655613//Waiblingen/DE","2024-04-20T13:53 Debitk.0 2026-12 ",1
800,2024-04-22,-60.64,-60.64,Food,EUR,"EDEKA SCHUSTER SAGT DANKE//STUTTGART/DE","2024-04-20T16:54 Debitk.0 2026-12 ",1
801,2024-04-22,-90.19,-90.19,Phone,EUR,"Telekom Deutschland GmbH                                              Landgrabenweg 151","Mobilfunk Kundenkonto 0059457327 RG 32741031000511/09.04.2024 ",1
802,2023-05-22,-89.9,-89.9,Phone,EUR,"Telekom Deutschland GmbH                                              Landgrabenweg 151","Mobilfunk Kundenkonto 0059457327 RG 31521759000511/09.05.2023 ",1
803,2023-06-22,-16.99,-16.99,Shopping,EUR,"M267-MEDIA MARKT//STUTTGART/DE","2023-06-21T17:16 Debitk.0 2026-12 ",1
804,2023-08-22,-5.11,-5.11,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1028887707245 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
805,2023-08-22,-3.25,-3.25,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1028892225091 . Bolt Operations OU. Ihr Einkauf bei Bolt Operations OU ",1
806,2023-09-22,-1.14,-1.14,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1029525326018 . Bolt Operations OU. Ihr Einkauf bei Bolt Operations OU ",1
807,2023-09-22,-3.85,-3.85,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1029525460264 PP.5524.PP . Voi Technology Germany GmbH. Ihr Einkauf bei Voi Technology Germany GmbH ",1
808,2023-09-22,-29.99,-29.99,Shopping,EUR,"DECATHLON Deutschland//Stuttgart/DE/0","2023-09-20T15:29 Debitk.0 2026-12 ",1
809,2023-09-22,-11.97,-11.97,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2023-09-21T18:27 Debitk.0 2026-12 ",1
810,2023-01-23,-18.8,-18.8,Food,EUR,"BIS BALD - DEIN HANS GIR 69091962//MUENCHEN/DE","2023-01-20T12:43 Debitk.0 2026-12 ",1
811,2023-01-23,-91.93,-91.93,Phone,EUR,"Telekom Deutschland GmbH                                              Landgrabenweg 151","Mobilfunk Kundenkonto 0059457327 RG 31080172000511/10.01.2023 ",1
812,2024-01-23,-0.95,-0.95,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032024471275/. Bolt Operations OU. Ihr Einkauf bei Bolt Operations OU ",1
813,2024-01-23,-1.59,-1.59,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032024702932/. Bolt Operations OU. Ihr Einkauf bei Bolt Operations OU ",1
814,2024-01-23,-22.5,-22.5,Food,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032048570865/PP.5524.PP/. Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
815,2024-01-23,-50.0,-50.0,Other,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032050630354/PP.5524.PP/. . Ihr Einkauf bei ",1
816,2024-01-23,-12.27,-12.27,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2024-01-22T20:05 Debitk.0 2026-12 ",1
817,2024-01-23,-18.66,-18.66,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","303-2152194-1504352 AMZN Mktp DE 77TL70KQ2GHI49JT ",1
818,2024-01-23,-5.99,-5.99,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-2424735-7437110 AMZN Mktp DE 6KXZS55TGK3BCRZI ",1
819,2024-01-23,-4.17,-4.17,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-9755043-7003565 AMZN Mktp DE 6NX218RMRZ3KPPLP ",1
820,2024-02-23,-7.72,-7.72,Entertainment,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032670151747/PP.5524.PP/. Hetzner Online GmbH. Ihr Einkauf bei Hetzner Online GmbH ",1
821,2024-02-23,-5.2,-5.2,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032672165492/. Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
822,2024-02-23,-12.86,-12.86,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032673426863/PP.5524.PP/. MILES Mobility GmbH. Ihr Einkauf bei MILES Mobility GmbH ",1
823,2024-02-23,-1.89,-1.89,Entertainment,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032683058370/. OVH. Ihr Einkauf bei OVH ",1
824,2024-02-23,-6.9,-6.9,Food,EUR,"SZS GASTRONOMIA GMBH//TUEBINGEN/DE","2024-02-22T12:35 Debitk.0 2026-12 ",1
825,2024-04-23,-4.03,-4.03,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033872019643/PP.5524.PP/. Voi Technology Germany GmbH. Ihr Einkauf bei Voi Technology Germany GmbH ",1
826,2024-04-23,-1.88,-1.88,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033886675283/. LimeBike Germany GmbH. Ihr Einkauf bei LimeBike Germany GmbH ",1
827,2024-04-23,-1.88,-1.88,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033887195063/. LimeBike Germany GmbH. Ihr Einkauf bei LimeBike Germany GmbH ",1
828,2024-04-23,-2.98,-2.98,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033889335248/. LimeBike Germany GmbH. Ihr Einkauf bei LimeBike Germany GmbH ",1
829,2024-04-23,-2.76,-2.76,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033889996666/. LimeBike Germany GmbH. Ihr Einkauf bei LimeBike Germany GmbH ",1
830,2024-04-23,-22.39,-22.39,Food,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033890436531/PP.5524.PP/. Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
831,2024-04-23,-2.21,-2.21,Food,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033890447787/PP.5524.PP/. Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
832,2024-04-23,-4.95,-4.95,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033922650294/. Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
833,2024-04-23,-9.58,-9.58,Food,EUR,"MICHAEL BETZIEN SYSTEMGAST//STUTTGART/DE","2024-04-22T12:49 Debitk.0 2026-12 ",1
834,2024-04-23,-8.7,-8.7,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-8679954-5072314 AMZN Mktp DE 47A28MKH3ZI98K9H ",1
835,2023-05-23,-3.5,-3.5,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1027122571921 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
836,2023-05-23,-3.5,-3.5,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1027123179227 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
837,2023-05-23,-50.0,-50.0,Other,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1027123360490 PP.5524.PP . . Ihr Einkauf bei ",1
838,2023-06-23,-5.75,-5.75,Food,EUR,"BackWerk Stuttgart//Stuttgart/DE","2023-06-22T17:39 Debitk.0 2026-12 ",1
839,2023-08-23,-7.09,-7.09,Food,EUR,"SUBWAY MILANEO//Stuttgart/DE","2023-08-22T13:53 Debitk.0 2026-12 ",1
840,2023-10-23,-20.0,-20.0,Food,EUR,"GENO-HAUS STUTTGART GMBH+C//STUTTGART/DE","2023-10-02T12:45 Debitk.0 2026-12 ",1
841,2023-10-23,-20.0,-20.0,Food,EUR,"GENO-HAUS STUTTGART GMBH+C//STUTTGART/DE","2023-10-13T12:20 Debitk.0 2026-12 ",1
842,2023-10-23,-12.9,-12.9,Food,EUR,"GHO ROUBAIX//ROUBAIX/FR/1","2023-10-19T08:20 Debitk.0 2026-12 ",1
843,2023-10-23,-8.28,-8.28,Food,EUR,"01445 MCDONALDS//HEIMSHEIM/DE","2023-10-19T23:46 Debitk.0 2026-12 ",1
844,2023-10-23,-16.5,-16.5,Food,EUR,"LHS STUTTGART AMT FUER OEF//STUTTGART/DE","2023-10-20T12:16 Debitk.0 2026-12 ",1
845,2023-10-23,140.1,140.1,Other,EUR,"TransferWise                                                          Laemmleshalde 74","ROCHE JOSHUA AARON ",1
846,2023-11-23,-6.28,-6.28,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2023-11-22T17:27 Debitk.0 2026-12 ",1
847,2023-01-24,-20.0,-20.0,Other,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1024842725395 PP.5524.PP . . Ihr Einkauf bei ",1
848,2023-01-24,-16.72,-16.72,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2023-01-23T17:31 Debitk.0 2026-12 ",1
849,2023-02-24,-9.6,-9.6,Food,EUR,"Frittenwerk Stuttgart GmbH + Co. KG//STUTTGART/DE","2023-02-22T12:11 Debitk.0 2026-12 ",1
850,2023-02-24,-7.34,-7.34,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2023-02-23T16:16 Debitk.0 2026-12 ",1
851,2023-02-24,4047.52,4047.52,Income,EUR,"AnyDesk Software GmbH","LOHN / GEHALT 02/23 ",1
852,2023-03-24,-50.0,-50.0,Food,EUR,MILANEO//BW-Bank/DE,"2023-03-23T16:10 Debitk.0 2026-12 ",1
853,2024-04-24,-4.95,-4.95,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033929795316/. Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
854,2024-04-24,-4.95,-4.95,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1033942623142 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
855,2024-04-24,-26.03,-26.03,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2024-04-23T18:16 Debitk.0 2026-12 ",1
856,2023-07-24,-4.42,-4.42,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1028302854977 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
857,2023-07-24,-17.8,-17.8,Food,EUR,"BIS BALD - DEIN HANS GIR 69091960//MUENCHEN/DE","2023-07-21T12:32 Debitk.0 2026-12 ",1
858,2023-07-24,-89.9,-89.9,Phone,EUR,"Telekom Deutschland GmbH                                              Landgrabenweg 151","Mobilfunk Kundenkonto 0059457327 RG 31742459000511/10.07.2023 ",1
859,2023-07-24,100.0,100.0,Other,EUR,"TransferWise                                                          Laemmleshalde 74","ROCHE JOSHUA AARON ",1
860,2023-07-24,175.0,175.0,Other,EUR,"TransferWise                                                          Laemmleshalde 74","ROCHE JOSHUA AARON ",1
861,2023-08-24,-20.0,-20.0,Food,EUR,"GENO-HAUS STUTTGART GMBH+C//STUTTGART/DE","2023-08-23T12:44 Debitk.0 2026-12 ",1
862,2023-08-24,-106.0,-106.0,Mobility,EUR,"StadtMobil CarSharing AG","Kto. 60691 RNR 420849 Abrechnung Ju li 2023 ",1
863,2023-10-24,-3.95,-3.95,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1030107239174 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
864,2023-10-24,-3.7,-3.7,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1030107832162 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
865,2023-10-24,-4.7,-4.7,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1030129958160 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
866,2023-10-24,-0.99,-0.99,Entertainment,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1030130481916 PP.5524.PP . Google Payment Ireland Limited. Ihr Einkauf bei Google Payment Ireland Limited ",1
867,2023-10-24,-60.6,-60.6,Food,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1030134250896 PP.5524.PP . Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
868,2023-10-24,-50.0,-50.0,Other,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1030135838882 PP.5524.PP . . Ihr Einkauf bei ",1
869,2023-10-24,-5.2,-5.2,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1030147375521 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
870,2023-10-24,-5.37,-5.37,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1030163074382 PP.5524.PP . Voi Technology Germany GmbH. Ihr Einkauf bei Voi Technology Germany GmbH ",1
871,2023-10-24,-5.9,-5.9,Food,EUR,"ThaiCurryDelhi GIR 69049878//STUTTGART/DE","2023-10-23T12:24 Debitk.0 2026-12 ",1
872,2023-10-24,-44.03,-44.03,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2023-10-23T17:37 Debitk.0 2026-12 ",1
873,2023-10-24,-1706.18,-1706.18,Electric,EUR,"EnBW Energie Bad-Wuertt AG","701033970817 Strom Rechnung DS-Info: enbw.com/datenschutz ",1
874,2023-10-24,937.86,937.86,Other,EUR,"TransferWise                                                          Laemmleshalde 74","ROCHE JOSHUA AARON ",1
875,2023-10-24,518.58,518.58,Other,EUR,"Piepereit. Andreas","Utility Statement 2022 Reimbursement ",1
876,2023-11-24,4524.88,4524.88,Income,EUR,"AnyDesk Software GmbH","LOHN / GEHALT 11/23 ",1
877,2023-01-25,-9.79,-9.79,Food,EUR,"KFC 680//STUTTGART/DE","2023-01-23T12:26 Debitk.0 2026-12 ",1
878,2023-01-25,-6.09,-6.09,Food,EUR,"SUBWAY MILANEO//Stuttgart/DE","2023-01-24T11:57 Debitk.0 2026-12 ",1
879,2023-01-25,-9.45,-9.45,Food,EUR,"DM FIL.2218 H:65295//STUTTGART/DE","2023-01-24T17:50 Debitk.0 2026-12 ",1
880,2023-01-25,-28.0,-28.0,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-3719193-2601111 AMZN Mktp DE 5X5OF29KNCB88CR0 ",1
881,2024-01-25,-4.23,-4.23,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032093349222/PP.5524.PP/. Voi Technology Germany GmbH. Ihr Einkauf bei Voi Technology Germany GmbH ",1
882,2024-01-25,-4.95,-4.95,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032100084439/. Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
883,2024-01-25,-9.79,-9.79,Food,EUR,"KFC 680//STUTTGART/DE","2024-01-23T12:02 Debitk.0 2026-12 ",1
884,2024-03-25,-17.68,-17.68,Food,EUR,"KFC 680//STUTTGART/DE","2024-03-21T12:49 Debitk.0 2026-12 ",1
885,2024-03-25,-12.9,-12.9,Food,EUR,"SZS GASTRONOMIA GMBH//TUEBINGEN/DE","2024-03-22T12:39 Debitk.0 2026-12 ",1
886,2024-03-25,-21.98,-21.98,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2024-03-22T18:24 Debitk.0 2026-12 ",1
887,2024-03-25,-6.97,-6.97,Food,EUR,"REWE SAGT DANKE. 45655613//Waiblingen/DE","2024-03-23T15:59 Debitk.0 2026-12 ",1
888,2023-04-25,-4.65,-4.65,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1026568148385 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
889,2024-04-25,-1.7,-1.7,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033962170453/. Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
890,2023-07-25,-3.96,-3.96,Mobility,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1028337612237 . Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
891,2023-09-25,-45.0,-45.0,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1029531646282 PP.5524.PP . DB Vertrieb GmbH. Ihr Einkauf bei DB Vertrieb GmbH ",1
892,2023-09-25,-8.93,-8.93,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2023-09-22T17:46 Debitk.0 2026-12 ",1
893,2023-09-25,-22.0,-22.0,Food,EUR,"NETTO MARKEN-DISCOU//STUTTGART/DE","2023-09-23T15:22 Debitk.0 2026-12 ",1
894,2023-10-25,-8.99,-8.99,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-0042558-3781136 AMZN Mktp DE 6HCRVQX3W6ACJ48Y ",1
895,2023-10-25,-35.48,-35.48,Shopping,EUR,"AMAZON PAYMENTS EUROPE S.C.A.","305-0042558-3781136 AMZN Mktp DE 7JLUIU9JCR2AKNL3 ",1
896,2023-01-26,-3.0,-3.0,Phone,EUR,"PayPal (Europe) S.a r.l. et Cie. S.C.A.","1024885370553 PP.5524.PP . Skype Communications Sarl. Ihr Einkauf bei Skype Communications Sarl ",1
897,2023-01-26,-18.08,-18.08,Shopping,EUR,Moerike-Apotheke//Stuttgart/DE,"2023-01-24T11:25 Debitk.0 2026-12 ",1
898,2023-01-26,-14.4,-14.4,Food,EUR,"BIS BALD - DEIN HANS GIR 69091960//MUENCHEN/DE","2023-01-25T14:11 Debitk.0 2026-12 ",1
899,2024-01-26,-2.48,-2.48,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032110328705/. Bolt Operations OU. Ihr Einkauf bei Bolt Operations OU ",1
900,2024-01-26,-3.0,-3.0,Phone,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032114840302/PP.5524.PP/. Skype Communications Sarl. Ihr Einkauf bei Skype Communications Sarl ",1
901,2024-01-26,-4.1,-4.1,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032119042300/. Bolt Operations OU. Ihr Einkauf bei Bolt Operations OU ",1
902,2024-01-26,4322.79,4322.79,Income,EUR,"AnyDesk Software GmbH","LOHN / GEHALT 01/24 ",1
903,2024-02-26,-3.16,-3.16,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1032705223320/. Bolt Operations OU. Ihr Einkauf bei Bolt Operations OU ",1
904,2024-02-26,-11.64,-11.64,Food,EUR,"01707 MCDONALDS//STUTTGART/DE","2024-02-23T12:07 Debitk.0 2026-12 ",1
905,2024-02-26,-13.42,-13.42,Food,EUR,"TEGUT SAGT DANKE//Stuttgart/DE","2024-02-23T17:41 Debitk.0 2026-12 ",1
906,2024-02-26,-22.45,-22.45,Food,EUR,"REWE SAGT DANKE. 45655613//Waiblingen/DE","2024-02-24T14:05 Debitk.0 2026-12 ",1
907,2024-03-26,-25.66,-25.66,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1033315023251/PP.5524.PP/. MILES Mobility GmbH. Ihr Einkauf bei MILES Mobility GmbH ",1
908,2024-03-26,-48.0,-48.0,Food,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1033317306334/PP.5524.PP/. Takeaway.com Payments B.V.. Ihr Einkauf bei Takeaway.com Payments B.V. ",1
909,2024-03-26,-3.0,-3.0,Phone,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1033345123494/PP.5524.PP/. Skype Communications Sarl. Ihr Einkauf bei Skype Communications Sarl ",1
910,2024-03-26,-4.95,-4.95,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1033348487381/. Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
911,2024-03-26,-13.99,-13.99,Food,EUR,"SUBWAY MILANEO//Stuttgart/DE","2024-03-25T12:21 Debitk.0 2026-12 ",1
912,2023-04-26,-3.0,-3.0,Phone,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A","1026617287254 PP.5524.PP . Skype Communications Sarl. Ihr Einkauf bei Skype Communications Sarl ",1
913,2023-04-26,4048.74,4048.74,Income,EUR,"AnyDesk Software GmbH","LOHN / GEHALT 04/23 ",1
914,2024-04-26,-3.0,-3.0,Phone,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033979260300/PP.5524.PP/. Skype Communications Sarl. Ihr Einkauf bei Skype Communications Sarl ",1
915,2024-04-26,-7.2,-7.2,Mobility,EUR,"PayPal Europe S.a.r.l. et Cie S.C.A                                   22-24 Boulevard Royal. 2449 Luxembourg","1033982451250/. Tier Mobility SE. Ihr Einkauf bei Tier Mobility SE ",1
916,2024-04-26,4946.65,4946.65,Income,EUR,"AnyDesk Software GmbH","LOHN / GEHALT 04/24 ",1
